gene1	gene2	Ka	Ks	KaKs
SEN3851	SG3360	0.0000	0.0000	0.00100
SEN3852	SG3359	0.0016	0.0000	99.00000
SEN3853	SG3358	0.0000	0.0029	0.00100
SEN3854	SG3357	0.0000	0.0037	0.00100
SEN3871	SG3339	0.0000	0.0000	0.13186
SEN3872	SG3338	0.0000	0.0000	0.20062
SEN3873	SG3337	0.0000	0.0000	0.00100
SEN3874	SG3336	0.0000	0.0062	0.00100
SEN3875	SG3335	0.0000	0.0032	0.00100
SEN3876	SG3334	0.0000	0.0000	0.06723
SEN3877	SG3333	0.0000	0.0000	0.00100
SEN3878	SG3332	0.0000	0.0000	99.00000
SEN3879	SG3331	0.0000	0.0000	0.09073
SEN3880	SG3330	0.0000	0.0000	99.00000
SEN3881	SG3329	0.0000	0.0000	99.00000
SEN3882	SG3328	0.0029	0.0000	99.00000
SEN3883	SG3327	0.0000	0.0000	0.00100
SEN3884	SG3326	0.0000	0.0000	0.00100
SEN3885	SG3325	0.0012	0.0019	0.64203
SEN3886	SG3324	0.0000	0.0000	0.19465
SEN3889	SG3321	0.0000	0.0196	0.00100
SEN3890	SG3320	0.0013	0.0000	99.00000
SEN3891	SG3319	0.0005	0.0000	99.00000
SEN3899	SG3311	0.0000	0.0000	0.06781
SEN3900	SG3310	0.0000	0.0028	0.00100
SEN3901	SG3309	0.0000	0.0000	0.08289
SEN3902	SG3308	0.0000	0.0027	0.00100
SEN3903	SG3307	0.0023	0.0000	99.00000
SEN3905	SG3305	0.0013	0.0000	99.00000
SEN3907	SG3304	0.0000	0.0000	0.00100
SEN3908	SG3303	0.0005	0.0024	0.22600
SEN3909	SG3302	0.0014	0.0000	99.00000
SEN3910	SG3301	0.0038	0.0000	99.00000
SEN3911	SG3300	0.0018	0.0000	99.00000
SEN3914	SG3296	0.0010	0.0000	99.00000
SEN3915	SG3295	0.0000	0.0000	0.00100
SEN3916	SG3294	0.0014	0.0037	0.37938
SEN3917	SG3293	0.0000	0.0000	0.00100
SEN3918	SG3292	0.0000	0.0000	0.00100
SEN3919	SG3291	0.0030	0.0040	0.75765
SEN3920	SG3290	0.0009	0.0000	99.00000
SEN3921	SG3289	0.0000	0.0000	0.00100
SEN3922	SG3288	0.0000	0.0000	99.00000
SEN3923	SG3287	0.0000	0.0026	0.00100
SEN3924	SG3286	0.0000	0.0016	0.00100
SEN3925	SG3285	0.0036	0.0071	0.50781
SEN3926	SG3464	0.0016	0.0027	0.59049
SEN3927	SG3463	0.0000	0.0000	0.00100
SEN3928	SG3462	0.0017	0.0058	0.29320
SEN3930	SG3461	0.0000	0.0000	0.00100
SEN3931	SG3460	0.0000	0.0080	0.00100
SEN3932	SG3459	0.0000	0.0053	0.00100
SEN3933	SG3458	0.0000	0.0000	0.00100
SEN3934	SG3457	0.0019	0.0062	0.30069
SEN3935	SG3456	0.0000	0.0000	0.26288
SEN3936	SG3455	0.0000	0.0000	0.00100
SEN3937	SG3454	0.0007	0.0009	0.77937
SEN3938	SG3453	0.0004	0.0014	0.26752
SEN3945	SG3447	0.0014	0.0000	99.00000
SEN3946	SG3446	0.0000	0.0000	0.00100
SEN3948	SG3444	0.0040	0.0042	0.94125
SEN3949	SG3443	0.0000	0.0000	0.09827
SEN3950	SG3442	0.0015	0.0000	99.00000
SEN3951	SG3441	0.0000	0.0000	0.95815
SEN3952	SG3440	0.0000	0.0000	0.04645
SEN3953	SG3439	0.0000	0.0029	0.00100
SEN3954	SG3438	0.0000	0.0000	0.06625
SEN3955	SG3437	0.0000	0.0000	0.00208
SEN3956	SG3436	0.0000	0.0000	0.00100
SEN3957	SG3435	0.0000	0.0000	0.00100
SEN3958	SG3434	0.0033	0.0099	0.33461
SEN3959	SG3433	0.0011	0.0069	0.16138
SEN3960	SG3432	0.0000	0.0022	0.00100
SEN3961	SG3431	0.0000	0.0000	0.14471
SEN3962	SG3430	0.0000	0.0000	0.00100
SEN3963	SG4041	0.0000	0.0000	0.29125
SEN3964	SG4042	0.0017	0.0000	99.00000
SEN3965	SG4043	0.0000	0.0000	0.04162
SEN3966	SG4044	0.0000	0.0000	0.00100
SEN3967	SG4045	0.0009	0.0000	99.00000
SEN3969	SG4047	0.0000	0.0000	0.00100
SEN3970	SG4048	0.0000	0.0025	0.00100
SEN3972	SG4049	0.0000	0.0029	0.00100
SEN3976	SG4053	0.0018	0.0034	0.52401
SEN3977	SG4054	0.0000	0.0000	12.83167
SEN3986	SG4062	0.0011	0.0051	0.20903
SEN3987	SG4063	0.0033	0.0092	0.35563
SEN3988	SG4064	0.0000	0.0000	0.00100
SEN3989	SG4065	0.0000	0.0000	0.16615
SEN3991	SG4066	0.0000	0.0000	0.14023
SEN3992	SG4067	0.0000	0.0014	0.00100
SEN3993	SG4068	0.0043	0.0000	99.00000
SEN3994	SG4069	0.0000	0.0000	0.17203
SEN3995	SG4070	0.0000	0.0020	0.00100
SEN3997	SG4072	0.0000	0.0000	0.00100
SEN3998	SG4073	0.0000	0.0000	0.00100
SEN4000	SG4074	0.0000	0.0044	0.00100
SEN4001	SG4075	0.0000	0.0045	0.00100
SEN4002	SG4076	0.0034	0.0000	99.00000
SEN4003	SG4077	0.0000	0.0000	0.00100
SEN4004	SG4078	0.0000	0.0000	0.00436
SEN4005	SG4079	0.0000	0.0000	0.23495
SEN4006	SG4080	0.0000	0.0000	0.00100
SEN4007	SG4081	0.0023	0.0024	0.94996
SEN4009	SG4083	0.0000	0.0000	0.00100
SEN4010	SG4084	0.0000	0.0000	0.00100
SEN4012	SG4086	0.0015	0.0000	99.00000
SEN4013	SG4087	0.0000	0.0000	99.00000
SEN4014	SG4088	0.0000	0.0030	0.00100
SEN4015	SG4089	0.0000	0.0021	0.00100
SEN4016	SG4090	0.0000	0.0000	0.00100
SEN4017	SG4091	0.0000	0.0000	0.01223
SEN4018	SG4092	0.0000	0.0042	0.00100
SEN4019	SG4093	0.0000	0.0000	99.00000
SEN4020	SG4094	0.0000	0.0070	0.00100
SEN4023	SG4097	0.0000	0.0000	0.09692
SEN4025	SG4099	0.0000	0.0000	99.00000
SEN4033	SG4106	0.0000	0.0000	0.00100
SEN4035	SG4109	0.0000	0.0087	0.00100
SEN4036	SG4110	0.0000	0.0000	0.00100
SEN4038	SG4112	0.0011	0.0000	99.00000
SEN4039	SG4113	0.0000	0.0018	0.00100
SEN4043	SG4117	0.0009	0.0000	99.00000
SEN4044	SG4118	0.0000	0.0000	0.00100
SEN4045	SG4119	0.0006	0.0000	99.00000
SEN4047	SG4121	0.0000	0.0038	0.00100
SEN4048	SG4122	0.0000	0.0000	0.15874
SEN4049	SG4123	0.0040	0.0000	99.00000
SEN4050	SG4124	0.0000	0.0000	0.00100
SEN4051	SG4125	0.0035	0.0020	1.78659
SEN4052	SG4126	0.0000	0.0000	0.18980
SEN4053	SG4127	0.0025	0.0051	0.50102
SEN4054	SG4128	0.0010	0.0000	99.00000
SEN4055	SG4129	0.0000	0.0047	0.00100
SEN2166	SG2209	0.0000	0.0038	0.00100
SEN1133	SG1196	0.0000	0.0000	0.01557
SEN3503	SG3749	0.0000	0.0000	0.07030
SEN3870	SG3340	0.0000	0.0000	0.00100
SEN4058	SG4132	0.0000	0.0000	0.00100
SEN0734	SG0767	0.0000	0.0000	0.12697
SEN2704	SG2765	0.0000	0.0000	0.00100
SEN4059	SG4133	0.0000	0.0000	0.00100
SEN4060	SG4134	0.0000	0.0000	0.08710
SEN4061	SG4135	0.0000	0.0022	0.00100
SEN4062	SG4136	0.0000	0.0000	0.00100
SEN4063	SG4137	0.0000	0.0000	99.00000
SEN4064	SG4138	0.0018	0.0039	0.45535
SEN4065	SG4139	0.0000	0.0025	0.00100
SEN4066	SG4140	0.0016	0.0000	99.00000
SEN4067	SG4141	0.0000	0.0013	0.00100
SEN4068	SG4142	0.0034	0.0000	99.00000
SEN4069	SG4143	0.0000	0.0000	0.00100
SEN4071	SG4144	0.0000	0.0000	0.00100
SEN4073	SG3838	0.5873	58.7025	0.01000
SEN4075	SG4148	0.0000	0.0038	0.00100
SEN4076	SG4149	0.0019	0.0000	99.00000
SEN2540	SG2597	0.0010	0.0000	99.00000
SEN2539	SG2596	0.0007	0.0000	99.00000
SEN2538	SG2595	0.0010	0.0000	99.00000
SEN2537	SG2594	0.0032	0.0019	1.66765
SEN4092	SG4164	0.0022	0.0082	0.27293
SEN4093	SG4165	0.0008	0.0000	99.00000
SEN4094	SG4166	0.0000	0.0000	0.06136
SEN4095	SG4167	0.0000	0.0000	0.00100
SEN4096	SG4168	0.0000	0.0020	0.00100
SEN4097	SG4169	0.0000	0.0000	0.00100
SEN4099	SG4172	0.0000	0.0098	0.00100
SEN4100	SG4173	0.0009	0.0017	0.54454
SEN4101	SG4174	0.0000	0.0000	0.00100
SEN4103	SG4176	0.0000	0.0000	0.00100
SEN4104	SG4177	0.0000	0.0000	99.00000
SEN4108	SG4181	0.0044	0.0000	99.00000
SEN4109	SG4182	0.0029	0.0000	99.00000
SEN4110	SG4183	0.0000	0.0000	0.00100
SEN4111	SG4184	0.0000	0.0000	99.00000
SEN4112	SG4185	0.0000	0.0000	0.11660
SEN4113	SG4186	0.0000	0.0017	0.00100
SEN4114	SG4187	0.0044	0.0000	99.00000
SEN4115	SG4188	0.0018	0.0000	99.00000
SEN4116	SG4189	0.0053	0.0093	0.56461
SEN4117	SG4190	0.0000	0.0009	0.00100
SEN4118	SG4191	0.0000	0.0000	99.00000
SEN4119	SG4192	0.0000	0.0052	0.00100
SEN4120	SG4193	0.0027	0.0000	99.00000
SEN4122	SG4195	0.0012	0.0064	0.19248
SEN4124	SG4198	0.0000	0.0000	0.12410
SEN4125	SG4199	0.0011	0.0024	0.46755
SEN4126	SG4200	0.0008	0.0000	99.00000
SEN4127	SG4201	0.0000	0.0030	0.00100
SEN4128	SG4202	0.0050	0.0001	99.00000
SEN4129	SG4203	0.0000	0.0021	0.00100
SEN4130	SG4204	0.0000	0.0000	0.01585
SEN4131	SG4205	0.0000	0.0000	0.09797
SEN4132	SG4206	0.0000	0.0000	0.02160
SEN4133	SG4207	0.0000	0.0000	0.77678
SEN4134	SG4208	0.0000	0.0023	0.00100
SEN4135	SG4209	0.0000	0.0000	0.00100
SEN4136	SG4210	0.0000	0.0000	0.14678
SEN4137	SG4211	0.0000	0.0065	0.00100
SEN4139	SG4213	0.0024	0.0000	99.00000
SEN4141	SG4216	0.0000	0.0000	2.06499
SEN4142	SG4217	0.0000	0.0000	0.00100
SEN4144	SG4220	0.0060	0.0001	99.00000
SEN4145	SG4221	0.0048	0.0000	99.00000
SEN4146	SG4222	0.0000	0.0000	0.01995
SEN4147	SG4223	0.0020	0.0000	99.00000
SEN4148	SG4224	0.0015	0.0000	99.00000
SEN4149	SG4225	0.0010	0.0000	99.00000
SEN4150	SG4226	0.0000	0.0173	0.00100
SEN4151	SG4227	0.0000	0.0000	0.07239
SEN4152	SG4228	0.0000	0.0000	0.00100
SEN4153	SG4229	0.0000	0.0000	0.00100
SEN4154	SG4230	0.0000	0.0000	0.00100
SEN4155	SG4231	0.0098	0.0001	99.00000
SEN4157	SG4233	0.0000	0.0000	0.14077
SEN4158	SG4234	0.0000	0.0000	0.00100
SEN4159	SG4235	0.0000	0.0000	0.11703
SEN4160	SG4236	0.0000	0.0062	0.00100
SEN4162	SG4238	0.0000	0.0090	0.00100
SEN4163	SG4239	0.0000	0.0000	0.03024
SEN4164	SG4240	0.0011	0.0000	99.00000
SEN4167	SG4243	0.0000	0.0000	0.00100
SEN4168	SG4245	0.0000	0.0000	0.00100
SEN4169	SG4246	0.0000	0.0000	0.00100
SEN4170	SG4247	0.0000	0.0000	0.00100
SEN4171	SG4248	0.0019	0.0027	0.70901
SEN4172	SG4249	0.0000	0.0000	0.00100
SEN4174	SG4250	0.0000	0.0091	0.00100
SEN4175	SG4251	0.0000	0.0000	0.00100
SEN4176	SG4252	0.0000	0.0000	0.00100
SEN4177	SG4253	0.0000	0.0045	0.00100
SEN4178	SG4254	0.0009	0.0017	0.54430
SEN4179	SG4255	0.0004	0.0000	99.00000
SEN4180	SG4256	0.0000	0.0000	0.19907
SEN4183	SG4259	0.0000	0.0000	2.54696
SEN4184	SG4260	0.0028	0.0037	0.75611
SEN4185	SG4261	0.0011	0.0000	99.00000
SEN4186	SG4262	0.0031	0.0000	99.00000
SEN4187	SG4263	0.0000	0.0000	0.00100
SEN4201	SG4276	0.0000	0.0000	99.00000
SEN4202	SG4277	0.0000	0.0015	0.00100
SEN4204A	SG4280	0.0020	0.0000	99.00000
SEN4206	SG4281	0.0016	0.0000	99.00000
SEN4207	SG4282	0.0016	0.0013	1.19970
SEN4209	SG4284	0.0000	0.0000	99.00000
SEN4210	SG4285	0.0000	0.0122	0.00100
SEN4211	SG4286	0.0000	0.0000	0.12955
SEN1358	SG1441	0.0043	0.0000	99.00000
SEN1359	SG1442	0.0022	0.0000	99.00000
SEN4219	SG4293	0.0028	0.0000	99.00000
SEN4221	SG4294	0.0000	0.0029	0.00100
SEN4222	SG4295	0.0000	0.0000	0.22795
SEN4226	SG4298	0.0000	0.0000	0.14581
SEN4227	SG4299	0.0000	0.0000	0.15680
SEN4228	SG4300	0.0000	0.0024	0.00100
SEN4229	SG4301	0.0029	0.0000	99.00000
SEN4230	SG4302	0.0000	0.0000	0.12075
SEN4232	SG4303	0.0000	0.0000	0.00100
SEN4233	SG4304	0.0000	0.0000	0.09135
SEN4234	SG4305	0.0000	0.0000	0.01030
SEN4235	SG4306	0.0000	0.0000	0.00100
SEN4236	SG4307	0.0000	0.0000	0.00100
SEN4237	SG4308	0.0000	0.0000	0.00100
SEN4238	SG4309	0.0000	0.0000	0.00100
SEN4239	SG4310	0.0015	0.0031	0.47007
SEN0993	SG1021	0.0000	0.0025	0.00100
SEN0716	SG0749	0.0039	0.0000	99.00000
SEN0715	SG0748	0.0000	0.0000	0.00100
SEN2752	SG2816	0.0000	0.0000	0.15553
SEN3357	SG3906	0.0000	0.0000	0.16818
SEN1438	SG1505	0.0036	0.0047	0.76162
SEN1439	SG1506	0.0025	0.0000	99.00000
SEN1440	SG1507	0.0000	0.0000	0.13447
SEN1441	SG1508	0.0053	0.0044	1.20411
SEN1442	SG1509	0.0010	0.0000	99.00000
SEN1444	SG1511	0.0014	0.0000	99.00000
SEN0992	SG1020	0.0000	0.0000	99.00000
SEN0020	SG0023	0.0055	0.0001	99.00000
SEN3463	SG3793	0.0061	0.0001	99.00000
SEN0021	SG0024	0.0000	0.0000	0.00100
SEN0182	SG0180	0.0126	0.0032	3.98584
SEN4348	SG4414	0.0000	0.0000	0.12647
SEN2978	SG3029	0.0011	0.0000	99.00000
SEN2979	SG3030	0.0000	0.0033	0.00100
SEN4267	SG4336	0.0000	0.0000	0.00100
SEN4272	SG4341	0.0000	0.0000	0.06321
SEN4273	SG4342	0.0000	0.0000	0.00100
SEN4274	SG4343	0.0000	0.0070	0.00100
SEN4275	SG4344	0.0000	0.0000	0.17618
SEN4276	SG4345	0.0000	0.0000	0.10036
SEN4082	SG4155	0.0019	0.0000	99.00000
SEN4277	SG4346	0.0033	0.0029	1.11657
SEN4278	SG4347	0.0012	0.0027	0.44331
SEN2647	SG2709	0.0012	0.0000	99.00000
SEN4295	SG4360	0.0000	0.0000	0.05241
SEN4296	SG4361	0.0000	0.0000	0.00100
SEN4297	SG4362	0.0000	0.0035	0.00100
SEN4298	SG4363	0.0000	0.0000	0.00100
SEN1434	SG1501	0.0020	0.0000	99.00000
SEN2925	SG2977	0.0015	0.0000	99.00000
SEN4306	SG4371	0.0000	0.0014	0.00100
SEN4307	SG4372	0.0000	0.0000	99.00000
SEN4308	SG4373	0.0000	0.0000	0.13370
SEN4309	SG4374	0.0000	0.0000	0.10516
SEN4310	SG4375	0.0000	0.0092	0.00100
SEN4311	SG4376	0.0000	0.0000	0.00100
SEN4312	SG4377	0.0000	0.0000	0.00100
SEN4313	SG4378	0.0000	0.0000	0.10065
SEN4315	SG4380	0.0000	0.0000	0.00100
SEN4318	SG4383	0.0012	0.0000	99.00000
SEN4319	SG4384	0.0000	0.0000	0.21522
SEN4320	SG4385	0.0000	0.0072	0.00100
SEN4321	SG4386	0.0020	0.0064	0.30788
SEN4322	SG4387	0.0010	0.0000	99.00000
SEN4323	SG4388	0.0000	0.0050	0.00100
SEN4324	SG4389	0.0025	0.0040	0.61061
SEN4325	SG4390	0.0055	0.0001	99.00000
SEN4326	SG4391	0.0018	0.0035	0.50286
SEN4327	SG4392	0.0018	0.0000	99.00000
SEN4328	SG4393	0.0000	0.0000	99.00000
SEN4329	SG4394	0.0000	0.0000	0.15334
SEN4330	SG4395	0.0010	0.0000	99.00000
SEN4331	SG4396	0.0038	0.0000	99.00000
SEN4332	SG4398	0.0000	0.0000	0.05555
SEN4333	SG4399	0.0000	0.0090	0.00100
SEN4334	SG4400	0.0015	0.0000	99.00000
SEN4335	SG4401	0.0010	0.0000	99.00000
SEN4336	SG4402	0.0000	0.0000	30.28626
SEN4337	SG4403	0.0000	0.0000	4.09513
SEN4338	SG4404	0.0000	0.0000	0.04963
SEN4339	SG4405	0.0050	0.0001	99.00000
SEN4340	SG4406	0.0000	0.0059	0.00100
SEN4341	SG4407	0.0000	0.0045	0.00100
SEN4342	SG4408	0.0000	0.0000	0.00100
SEN4343	SG4409	0.0000	0.0000	0.00100
SEN4344	SG4410	0.0024	0.0000	99.00000
SEN4345	SG4411	0.0000	0.0000	0.12496
SEN4346	SG4412	0.0021	0.0000	99.00000
SEN4354	SG4420	0.0043	0.0000	99.00000
SEN4355	SG4421	0.0000	0.0000	2.00040
SEN4356	SG4422	0.0000	0.0000	0.18898
SEN0246	SG0242	0.0000	0.0000	12.73509
SEN3947	SG3445	0.0000	0.0000	0.00100
SEN4105	SG4178	0.0000	0.0000	0.00100
SEN4106	SG4179	0.0000	0.0000	99.00000
SEN1135	SG1197	0.0000	0.0000	35.12550
SEN2600	SG2657	0.0013	0.0000	99.00000
SEN3011	SG3065	0.0000	0.0000	0.00870
SEN3079	SG3134	0.0010	0.0063	0.16113
SEN3081	SG2233	0.4178	64.4788	0.00648
SEN3202	SG3259	0.0004	0.0020	0.18730
SEN3344	SG3920	0.0000	0.0000	0.12546
SEN3364	SG3896	0.0000	0.0000	0.00100
SEN3645	SG3603	0.0000	0.0051	0.00100
SEN3644	SG3604	0.0012	0.0065	0.18716
SEN3647	SG3601	0.0000	0.0000	0.00100
SEN3704	SG3544	0.0000	0.0031	0.00100
SEN3732	SG3516	0.0000	0.0000	0.05526
SEN3771	SG3475	0.0018	0.0049	0.36175
SEN3850	SG3361	0.0000	0.0000	0.11536
SEN0451	SG0480	0.0000	0.0000	12.68344
SEN0556	SG0591	0.0000	0.0000	0.05143
SEN0570	SG0605	0.0000	0.0000	0.00100
SEN0692	SG0725	0.0000	0.0000	0.00100
SEN1228	SG1308	0.0000	0.0000	99.00000
SEN0984	SG1009	0.0000	0.0000	14.94333
SEN1196	SG1276	0.0000	0.0130	0.00100
SEN2155	SG2197	0.0000	0.0000	0.00100
SEN2284	SG2331	0.0000	0.0000	0.00100
SEN2407	SG2458	0.0081	0.0111	0.73197
SEN2463	SG2514	0.0000	0.0000	0.00100
SEN3239	SG4027	0.0000	0.0000	0.00110
SEN3284	SG3983	0.0000	0.0000	0.00100
SEN3479	SG3775	0.0049	0.0000	99.00000
SEN3510	SG3742	0.0062	0.0001	99.00000
SEN3596	SG3654	0.0000	0.0000	0.00100
SEN3658	SG3590	0.0000	0.0000	0.00100
SEN3743	SG3503	0.0000	0.0000	0.00100
SEN1443	SG1510	0.0000	0.0000	0.06980
SEN4262	SG4331	0.0000	0.0000	99.00000
SEN4317	SG4382	0.0078	0.0001	99.00000
SEN0511	SG0542	0.0012	0.0000	99.00000
SEN0956	SG0981	0.0000	0.0000	0.00100
